aX,aY,aZ,gX,gY,gZ
0.288,0.919,0.162,5.763,23.916,-41.649
0.222,0.939,0.159,4.122,22.176,-42.046
0.178,0.950,0.157,4.031,18.214,-35.924
0.158,0.939,0.140,0.939,12.008,-28.817
0.200,0.944,0.105,-7.672,4.771,-23.863
0.232,0.943,0.101,-17.008,3.412,-22.565
0.244,0.935,0.142,-23.878,10.076,-22.130
0.302,0.917,0.200,-24.656,17.115,-22.595
0.343,0.902,0.246,-20.847,22.702,-30.634
0.296,0.915,0.257,-15.137,19.504,-41.565
0.167,0.949,0.250,-6.939,19.267,-40.084
0.111,0.958,0.245,-3.214,18.672,-31.832
0.089,0.973,0.230,-3.244,13.076,-24.489
0.103,0.975,0.221,-4.504,10.099,-16.229
0.154,0.957,0.252,-2.305,10.221,-10.603
0.203,0.932,0.260,0.168,6.038,-11.374
0.217,0.923,0.235,0.939,4.008,-15.740
0.202,0.925,0.192,-0.985,4.870,-18.740
0.188,0.939,0.194,-2.641,6.809,-22.015
0.177,0.941,0.195,-4.206,10.939,-22.206
0.190,0.935,0.209,-3.282,17.450,-22.740
0.172,0.935,0.257,2.031,18.237,-25.298
0.133,0.939,0.255,9.527,19.450,-24.344

-0.480,1.136,0.240,35.458,24.443,46.893
-0.679,1.207,0.258,40.420,18.351,85.672
-1.020,1.269,0.367,49.496,8.916,134.947
-1.344,1.073,0.487,76.153,-23.443,218.733
-1.147,0.858,0.408,106.481,-14.214,250.130
-1.278,0.623,0.118,117.534,-38.962,250.130
-0.447,0.244,-0.188,108.580,-57.176,250.130
0.580,-0.182,-0.270,87.901,-27.023,250.130
1.334,-0.190,-0.331,67.405,1.008,250.130
1.847,-0.018,-0.361,41.290,15.954,250.130
2.000,0.060,-0.354,16.405,26.832,250.130
2.000,0.158,-0.315,-6.580,30.962,134.534
2.000,0.196,-0.211,-26.153,23.275,13.733
1.593,0.352,-0.138,-34.443,27.015,-65.557
1.225,0.477,-0.065,-40.916,31.382,-97.603
1.041,0.486,0.011,-44.534,15.359,-107.794
0.998,0.512,0.019,-48.496,-7.443,-116.031
1.083,0.491,-0.008,-58.053,-27.191,-122.580
1.153,0.470,-0.017,-76.160,-38.588,-141.649
1.138,0.441,0.013,-88.420,-46.267,-177.679
