aX,aY,aZ,gX,gY,gZ
0.021,0.921,0.273,-1.374,2.412,-8.519
-0.015,0.927,0.258,-3.336,2.832,-11.336
-0.068,0.940,0.271,-4.611,1.664,-9.145
-0.066,0.936,0.291,-5.061,1.611,-5.122
-0.093,0.943,0.306,-2.550,-1.809,-2.198
-0.065,0.940,0.309,2.679,-0.153,2.374
-0.031,0.928,0.296,4.122,0.252,2.336
-0.012,0.924,0.291,3.580,1.076,-0.382
-0.041,0.931,0.288,3.725,2.336,-1.053
-0.022,0.923,0.273,1.908,2.679,-1.550
-0.016,0.922,0.264,-1.290,4.763,-4.969

0.138,1.063,0.650,33.511,49.992,6.687
0.061,1.064,0.928,66.023,75.817,0.183
-0.018,1.163,1.432,142.992,84.130,2.084
-0.338,0.970,1.699,250.130,86.313,35.916
-0.422,0.671,1.696,250.130,59.183,78.611
-0.219,0.259,1.390,250.130,11.168,107.679
-0.105,-0.220,0.745,250.130,-64.153,103.260
0.018,-0.399,-0.196,250.130,-133.176,74.725
-0.005,-0.290,-1.453,250.130,-186.649,45.336
-0.151,0.072,-2.000,250.130,-244.931,35.611
-0.049,0.107,-2.000,160.046,-114.000,39.908
0.021,0.146,-2.000,-25.634,-23.473,22.229
-0.121,0.174,-1.541,-122.756,8.771,11.511
-0.111,0.279,-0.965,-145.931,5.198,7.511
-0.004,0.398,-0.792,-144.282,7.992,-2.573
-0.025,0.509,-0.715,-144.290,1.817,-10.763
-0.083,0.578,-0.678,-137.779,1.267,-13.863
-0.044,0.684,-0.796,-146.412,3.435,-15.038
-0.100,0.754,-0.796,-167.595,11.718,-14.313
-0.093,0.793,-0.738,-186.893,20.252,-11.420
-0.076,0.812,-0.693,-205.618,33.847,-11.275
-0.090,0.837,-0.670,-240.481,36.947,-10.733
-0.132,0.857,-0.592,-250.137,40.641,-7.557
-0.126,0.802,-0.399,-250.137,46.420,2.641
-0.054,0.739,-0.182,-250.137,46.176,4.786
0.017,0.752,0.056,-250.137,44.374,-1.229
-0.066,0.763,0.244,-250.137,24.099,-11.511
-0.057,0.909,0.449,-250.137,17.855,-13.115
-0.116,0.913,0.566,-194.595,17.519,-8.260
-0.116,0.957,0.549,-146.985,12.565,-1.137
-0.100,0.981,0.476,-118.977,9.130,4.412
-0.053,0.989,0.418,-104.298,10.237,7.977
-0.017,0.988,0.425,-95.534,12.206,9.145
0.005,0.986,0.479,-83.000,13.870,9.481
0.030,0.966,0.518,-67.443,12.366,6.885
0.019,0.981,0.530,-48.656,9.504,4.771
0.011,0.969,0.506,-29.061,7.321,5.519
0.032,0.964,0.445,-15.595,5.511,5.565
0.050,0.965,0.387,-10.000,2.573,3.489
0.036,0.949,0.392,-4.282,2.321,2.847
0.044,0.947,0.363,-0.061,2.450,0.626
0.016,0.947,0.350,3.260,1.527,0.130
0.022,0.924,0.305,4.863,-0.580,-0.847
0.028,0.922,0.259,3.855,-0.679,-4.412
-0.004,0.931,0.241,0.687,1.153,-5.244
-0.005,0.917,0.243,-2.092,3.802,-4.916
-0.026,0.922,0.267,-3.084,2.405,-6.702
-0.037,0.924,0.262,-1.290,3.000,-5.519
-0.047,0.924,0.264,-1.557,1.656,-5.038
-0.037,0.927,0.250,-3.870,3.183,-5.313

0.092,1.103,0.655,28.710,29.405,6.397
