aX,aY,aZ,gX,gY,gZ
0.250,0.951,0.146,1.374,13.267,-13.023
0.241,0.959,0.140,1.328,13.924,-12.733
0.235,0.955,0.141,1.321,14.733,-11.603
0.221,0.958,0.158,1.450,15.893,-10.092
0.216,0.958,0.158,0.809,14.809,-8.282
0.212,0.965,0.183,-0.321,11.405,-6.725
0.209,0.955,0.173,-1.252,6.641,-5.580
0.221,0.952,0.175,-1.802,3.466,-4.496
0.213,0.956,0.165,-1.580,2.855,-3.855
0.218,0.956,0.171,-0.870,2.023,-3.305
0.224,0.954,0.167,-0.427,1.985,-2.534
0.225,0.963,0.166,0.176,1.618,-1.847
0.228,0.966,0.159,0.176,1.527,-1.053
0.232,0.963,0.159,0.366,1.450,-0.466
0.228,0.967,0.159,0.321,1.427,0.092
0.227,0.967,0.168,-0.153,0.290,0.802
0.230,0.965,0.166,-0.863,-1.794,1.405
0.232,0.956,0.157,-2.542,-5.702,1.443
0.234,0.952,0.150,-3.802,-9.305,1.084
0.241,0.950,0.141,-4.275,-9.153,0.763
0.235,0.960,0.137,-4.198,-6.275,0.527
0.238,0.949,0.127,-3.855,-3.481,1.763
0.243,0.948,0.132,-3.740,-1.748,2.809
0.242,0.946,0.142,-4.137,-1.076,3.061

-1.243,0.541,-0.072,-16.611,86.931,-250.137
-1.546,0.723,-0.013,-24.863,61.580,-250.137
-1.829,0.825,0.052,-40.435,15.252,-250.137
-1.948,0.880,0.077,-62.046,-29.160,-250.137
-1.914,0.982,0.056,-74.626,-34.695,-250.137
-2.000,1.031,0.126,-70.557,-23.115,-181.595
-2.000,1.069,0.130,-50.237,-5.809,-93.695
-2.000,1.056,0.173,-22.649,9.611,-10.901
-2.000,0.955,0.264,0.489,21.588,63.076
-1.843,0.871,0.343,13.519,17.229,122.679
-1.644,0.733,0.395,20.092,4.069,162.260
-1.419,0.631,0.431,24.481,-15.153,190.282
-1.225,0.561,0.460,29.450,-31.824,205.298
-1.017,0.505,0.447,37.191,-44.504,211.351
-0.885,0.486,0.422,43.496,-50.710,208.969
-0.771,0.481,0.382,49.718,-55.878,203.252
-0.682,0.509,0.344,53.153,-61.267,196.397
-0.606,0.547,0.253,53.679,-64.282,188.786
-0.529,0.607,0.170,52.389,-61.595,180.344
-0.481,0.629,0.110,51.840,-51.427,172.679
-0.437,0.654,0.098,49.107,-43.947,165.008
-0.394,0.680,0.057,45.740,-40.168,158.366
-0.364,0.696,0.035,42.954,-34.534,150.802
-0.350,0.715,0.009,41.137,-26.855,143.733
-0.332,0.733,-0.010,39.115,-17.000,136.221
