aX,aY,aZ,gX,gY,gZ
0.782,0.504,0.123,26.931,5.740,-152.931
0.755,0.542,0.094,29.504,5.641,-151.679
0.737,0.572,0.078,30.992,4.565,-149.153
0.712,0.602,0.052,31.176,1.053,-147.374
0.686,0.619,0.029,29.802,-3.267,-147.489
0.655,0.648,0.022,26.420,-8.122,-148.947
0.626,0.679,0.012,21.191,-12.092,-151.305
0.587,0.704,0.009,15.206,-15.939,-153.336
0.557,0.721,-0.008,9.473,-17.847,-154.565
0.519,0.742,-0.021,4.015,-16.672,-154.679
0.483,0.765,-0.026,-0.641,-12.550,-153.756
0.459,0.792,-0.031,-3.122,-8.679,-152.008
0.437,0.797,-0.030,-3.832,-3.084,-148.473
0.401,0.818,-0.022,-3.412,2.366,-145.687
0.371,0.835,-0.005,-3.328,5.733,-143.672
0.333,0.845,0.003,-3.656,6.794,-141.511
0.307,0.868,0.014,-4.214,7.588,-139.695
0.278,0.894,0.014,-4.840,7.053,-137.695
0.250,0.911,0.007,-5.374,7.069,-135.237
0.229,0.926,0.008,-4.954,8.427,-132.031
0.211,0.928,0.005,-4.641,10.489,-127.611
0.192,0.944,0.003,-4.786,13.412,-122.809
0.176,0.958,0.013,-5.107,16.534,-117.382
0.157,0.954,0.010,-5.603,18.893,-111.763
0.138,0.968,0.038,-6.870,18.901,-105.634
0.119,0.986,0.047,-8.580,16.901,-101.496
0.089,1.001,0.052,-10.344,15.160,-97.885
0.071,1.004,0.052,-11.443,13.771,-93.656
0.055,1.018,0.052,-11.855,12.389,-87.977
0.040,1.031,0.056,-11.000,12.855,-81.290
0.024,1.032,0.050,-9.672,14.885,-74.611
0.008,1.024,0.057,-8.405,15.336,-66.985
-0.000,1.025,0.065,-7.573,14.618,-59.321
-0.010,1.034,0.068,-7.046,15.695,-52.557
-0.007,1.045,0.070,-6.198,17.466,-45.977
-0.021,1.043,0.079,-5.122,18.359,-38.863
-0.017,1.038,0.081,-3.756,18.153,-31.779
-0.016,1.038,0.087,-2.786,16.198,-25.015
-0.020,1.027,0.096,-3.069,12.565,-18.992
-0.006,1.030,0.098,-3.664,7.046,-13.679
0.003,1.030,0.096,-3.626,2.977,-9.015
0.014,1.023,0.092,-3.496,0.542,-5.481
0.026,1.015,0.099,-3.168,-0.962,-2.977
0.042,1.017,0.084,-2.641,-1.206,-0.328
0.056,1.004,0.088,-2.130,-0.809,1.504
0.063,1.002,0.078,-1.298,0.565,2.710
0.079,1.000,0.084,-0.557,2.786,3.771
0.088,0.991,0.087,0.313,5.359,4.389
0.091,0.983,0.088,0.611,4.901,4.198
0.106,0.983,0.090,0.908,3.939,3.344
0.108,0.983,0.075,1.076,3.511,2.252
0.114,0.980,0.076,0.611,3.298,1.504
0.120,0.983,0.077,-0.267,2.580,0.809
0.127,0.976,0.072,-0.817,2.771,0.145
0.126,0.984,0.069,-1.084,3.244,-0.573
0.127,0.979,0.071,-1.145,4.252,-1.366
0.119,0.983,0.071,-1.023,4.328,-1.824
0.116,0.980,0.062,-0.779,4.786,-2.710
0.116,0.981,0.070,-0.557,4.557,-3.168
0.105,0.988,0.067,-0.122,3.672,-3.122
0.103,0.984,0.065,0.206,2.779,-2.397
0.104,0.990,0.065,0.641,2.115,-1.656
0.108,0.988,0.063,0.672,1.557,-0.405
0.105,0.991,0.058,0.763,0.840,0.351
0.109,0.990,0.059,1.008,-0.298,1.122
0.112,0.984,0.059,0.916,-0.099,1.893
0.116,0.988,0.055,0.573,0.901,2.053
0.127,0.993,0.047,0.061,2.206,2.115
0.125,0.983,0.049,-0.786,3.763,2.137
0.139,0.982,0.057,-1.382,4.779,1.527
0.139,0.978,0.065,-2.099,6.023,0.779
0.125,0.987,0.079,-2.794,7.023,-0.527
0.130,0.985,0.077,-3.122,6.641,-1.115
0.131,0.979,0.089,-2.649,5.931,-1.672
0.123,0.976,0.087,-2.344,5.244,-1.695
0.130,0.982,0.089,-2.237,4.443,-1.687
0.134,0.988,0.084,-2.374,4.939,-1.863
0.126,0.982,0.092,-2.237,6.366,-2.718
0.125,0.987,0.098,-2.122,6.252,-3.550
0.119,0.986,0.092,-1.679,5.565,-4.481
0.121,0.983,0.095,-1.183,4.840,-4.779

-0.401,1.243,0.220,30.565,35.252,21.588
-0.570,1.317,0.270,38.160,35.573,52.649
-0.761,1.331,0.314,44.191,24.450,95.679
-0.858,1.263,0.311,50.870,0.809,162.595
-0.903,1.209,0.298,56.794,-27.847,237.000
-0.870,1.114,0.238,60.618,-54.847,250.130
-0.740,0.917,0.161,60.382,-89.756,250.130
-0.404,0.677,-0.004,59.565,-112.969,250.130
-0.015,0.475,-0.186,62.542,-104.420,250.130
0.313,0.318,-0.305,67.115,-66.603,250.130
0.617,0.187,-0.322,66.290,-25.229,250.130
0.889,0.095,-0.328,57.405,-2.069,250.130
1.133,0.093,-0.367,45.511,2.481,250.130
1.343,0.104,-0.394,32.771,6.496,250.130
1.483,0.114,-0.373,20.366,12.092,241.641
1.619,0.125,-0.380,7.366,14.962,178.634
1.681,0.147,-0.380,-5.847,19.595,114.893
1.710,0.156,-0.324,-17.038,27.634,59.855
1.692,0.171,-0.270,-27.008,33.412,4.000
1.629,0.177,-0.203,-31.855,37.153,-43.626
1.533,0.204,-0.134,-31.473,43.084,-87.038
1.396,0.207,-0.062,-29.344,46.740,-119.137
1.285,0.250,0.006,-27.321,49.115,-142.427
1.171,0.289,0.050,-25.122,50.832,-161.542
1.087,0.327,0.084,-21.817,51.344,-175.237
0.968,0.332,0.123,-17.260,48.664,-184.176
0.903,0.428,0.141,-12.802,44.763,-189.756
0.815,0.474,0.146,-9.611,40.809,-190.496
0.726,0.551,0.151,-7.550,32.061,-188.962
0.668,0.594,0.138,-4.832,23.053,-185.435
0.626,0.642,0.098,-1.756,18.267,-178.985
0.586,0.679,0.104,2.221,15.160,-170.687
0.542,0.716,0.088,6.267,9.840,-159.870
0.497,0.755,0.076,9.344,1.679,-147.527
0.464,0.788,0.056,10.198,-4.344,-138.725
0.434,0.806,0.046,9.817,-8.870,-130.458
0.402,0.844,0.033,8.359,-15.038,-121.504
0.366,0.864,0.005,6.893,-22.412,-112.626
0.357,0.886,-0.011,5.275,-26.282,-104.954
0.329,0.910,-0.033,3.427,-27.702,-97.969
0.307,0.924,-0.056,1.908,-28.771,-90.947
0.292,0.934,-0.088,0.359,-27.359,-83.489
0.277,0.948,-0.084,-1.344,-23.595,-76.756
0.282,0.964,-0.098,-2.931,-19.107,-70.771
0.275,0.965,-0.109,-4.321,-13.809,-64.992
0.271,0.972,-0.092,-5.275,-7.893,-59.847
0.260,0.960,-0.086,-7.115,-4.916,-55.527
0.258,0.962,-0.072,-9.405,-4.893,-52.351
0.261,0.967,-0.065,-11.992,-6.397,-50.557
0.258,0.962,-0.071,-13.824,-6.977,-49.061
0.264,0.954,-0.068,-15.107,-6.328,-47.435
0.275,0.948,-0.068,-15.275,-2.565,-45.939
0.284,0.948,-0.078,-14.008,3.603,-44.710
0.300,0.934,-0.087,-12.374,11.473,-43.779
0.309,0.930,-0.079,-10.779,18.779,-43.313
0.317,0.931,-0.073,-9.664,25.817,-44.137
0.316,0.931,-0.050,-9.656,30.595,-46.176
0.312,0.932,-0.031,-10.397,33.275,-48.870
0.297,0.930,-0.020,-11.496,32.634,-52.954
0.283,0.940,-0.022,-11.840,31.191,-56.183
0.286,0.947,-0.018,-11.924,31.931,-58.405
0.260,0.952,-0.004,-12.824,33.832,-60.397
