aX,aY,aZ,gX,gY,gZ
0.019,0.398,1.066,3.733,-1.007,0.794
0.022,0.406,1.030,3.796,-1.027,0.791
0.027,0.417,0.995,3.854,-1.051,0.784
0.031,0.429,0.962,3.908,-1.080,0.775
0.033,0.441,0.926,3.958,-1.114,0.763
0.069,0.500,0.789,4.126,-1.237,0.697
0.078,0.513,0.760,4.159,-1.242,0.683
0.088,0.524,0.732,4.189,-1.237,0.669
0.096,0.532,0.705,4.215,-1.224,0.657
0.102,0.537,0.679,4.239,-1.202,0.644
0.108,0.542,0.653,4.260,-1.175,0.631
0.112,0.548,0.629,4.277,-1.146,0.619
0.115,0.555,0.604,4.290,-1.114,0.607
0.120,0.564,0.583,4.296,-1.080,0.595
0.127,0.578,0.561,4.299,-1.043,0.582
0.130,0.593,0.544,4.297,-1.007,0.568
0.133,0.607,0.523,4.292,-0.976,0.552
0.134,0.619,0.506,4.281,-0.947,0.535
0.137,0.629,0.486,4.266,-0.918,0.516
0.142,0.637,0.468,4.249,-0.888,0.498
0.145,0.643,0.451,4.230,-0.854,0.481
0.147,0.650,0.435,4.207,-0.822,0.463
0.152,0.658,0.420,4.180,-0.789,0.447
0.156,0.667,0.402,4.152,-0.756,0.432
0.156,0.677,0.387,4.120,-0.724,0.418
0.159,0.689,0.372,4.086,-0.695,0.402
0.161,0.701,0.360,4.048,-0.669,0.386
0.164,0.712,0.346,4.009,-0.645,0.368
0.166,0.721,0.335,3.968,-0.620,0.352
0.170,0.729,0.324,3.925,-0.596,0.336
0.174,0.735,0.311,3.880,-0.570,0.321
0.174,0.742,0.300,3.838,-0.544,0.308
0.175,0.747,0.290,3.793,-0.518,0.294
0.196,0.790,0.239,3.618,-0.398,0.229
0.190,0.790,0.234,3.588,-0.374,0.213
0.184,0.789,0.229,3.556,-0.353,0.195
0.183,0.789,0.222,3.523,-0.341,0.177
0.182,0.792,0.215,3.490,-0.337,0.161
0.181,0.795,0.204,3.457,-0.344,0.148
0.183,0.799,0.196,3.425,-0.360,0.136
0.186,0.801,0.187,3.392,-0.379,0.128

-0.047,0.293,1.655,-4.852,2.683,-0.657
-0.077,0.292,1.717,-4.528,2.584,-0.681
-0.105,0.295,1.774,-4.199,2.462,-0.699
-0.134,0.304,1.825,-3.865,2.318,-0.711
-0.169,0.322,1.883,-3.415,2.097,-0.715
-0.194,0.337,1.921,-3.077,1.909,-0.712
-0.218,0.350,1.956,-2.741,1.709,-0.701
-0.241,0.360,1.983,-2.409,1.495,-0.683
-0.264,0.371,2.006,-2.082,1.274,-0.657
-0.283,0.383,2.021,-1.759,1.043,-0.623
-0.299,0.395,2.030,-1.444,0.807,-0.580
-0.312,0.407,2.035,-1.137,0.569,-0.530
-0.322,0.417,2.033,-0.835,0.332,-0.473
-0.330,0.426,2.028,-0.543,0.096,-0.409
-0.333,0.434,2.014,-0.261,-0.137,-0.338
-0.329,0.438,1.995,0.012,-0.359,-0.263
-0.321,0.439,1.971,0.276,-0.558,-0.184
-0.309,0.439,1.939,0.532,-0.729,-0.102
-0.292,0.438,1.904,0.781,-0.872,-0.020
-0.201,0.429,1.716,1.745,-1.153,0.319
-0.182,0.427,1.672,1.937,-1.158,0.387
-0.165,0.425,1.625,2.118,-1.150,0.451
-0.148,0.423,1.577,2.286,-1.133,0.510
-0.133,0.422,1.532,2.442,-1.113,0.562
-0.120,0.423,1.484,2.587,-1.092,0.608
-0.107,0.424,1.438,2.723,-1.074,0.648
-0.095,0.427,1.391,2.849,-1.059,0.683
-0.083,0.430,1.348,2.965,-1.048,0.713
-0.072,0.434,1.304,3.071,-1.045,0.738
-0.061,0.439,1.262,3.170,-1.049,0.758
-0.050,0.446,1.223,3.260,-1.060,0.773
-0.042,0.450,1.198,3.315,-1.072,0.780
-0.031,0.457,1.159,3.392,-1.096,0.788
-0.020,0.461,1.121,3.461,-1.129,0.793
-0.009,0.466,1.081,3.523,-1.164,0.793
0.003,0.472,1.042,3.577,-1.205,0.789
0.016,0.481,1.004,3.627,-1.247,0.782
0.027,0.488,0.967,3.672,-1.290,0.770
0.039,0.498,0.929,3.713,-1.331,0.757
0.052,0.507,0.894,3.749,-1.366,0.740
0.061,0.515,0.857,3.781,-1.394,0.717
0.071,0.522,0.822,3.810,-1.414,0.694
0.078,0.530,0.785,3.835,-1.428,0.666
0.106,0.582,0.642,3.904,-1.408,0.524
0.113,0.592,0.624,3.910,-1.391,0.503
0.123,0.606,0.596,3.917,-1.357,0.478
0.134,0.619,0.568,3.924,-1.308,0.454
0.145,0.627,0.543,3.931,-1.243,0.433
0.152,0.635,0.520,3.936,-1.167,0.416
0.155,0.642,0.498,3.941,-1.084,0.401
0.156,0.652,0.478,3.943,-0.998,0.387
0.154,0.664,0.460,3.943,-0.912,0.375
0.155,0.675,0.443,3.940,-0.829,0.361
0.151,0.687,0.427,3.934,-0.750,0.349
0.148,0.699,0.413,3.924,-0.679,0.336
0.143,0.708,0.399,3.911,-0.620,0.324
0.139,0.718,0.385,3.893,-0.574,0.311
0.136,0.726,0.371,3.872,-0.537,0.299
0.133,0.735,0.357,3.848,-0.510,0.288
0.141,0.748,0.345,3.823,-0.479,0.276
0.147,0.746,0.327,3.805,-0.424,0.263
0.141,0.741,0.315,3.791,-0.382,0.251
0.134,0.737,0.309,3.774,-0.348,0.241
0.131,0.737,0.303,3.750,-0.321,0.229
0.129,0.742,0.298,3.723,-0.308,0.218
0.131,0.753,0.293,3.691,-0.303,0.210
0.135,0.766,0.283,3.656,-0.304,0.203
0.139,0.779,0.273,3.618,-0.306,0.197
0.142,0.791,0.263,3.579,-0.306,0.189
0.148,0.801,0.255,3.540,-0.301,0.182
0.154,0.812,0.246,3.498,-0.288,0.173
0.176,0.847,0.213,3.311,-0.144,0.139
0.178,0.851,0.205,3.264,-0.106,0.131
0.178,0.854,0.196,3.216,-0.078,0.123
0.175,0.856,0.190,3.167,-0.059,0.117
0.175,0.856,0.185,3.117,-0.050,0.111
0.174,0.860,0.181,3.063,-0.049,0.103
0.173,0.864,0.175,3.006,-0.053,0.096
0.174,0.869,0.169,2.949,-0.064,0.088
0.173,0.876,0.161,2.890,-0.080,0.080

-0.172,0.229,1.635,-5.343,3.067,-0.684
-0.199,0.222,1.704,-5.040,2.884,-0.689
-0.225,0.221,1.767,-4.723,2.681,-0.692
-0.252,0.222,1.828,-4.396,2.458,-0.692
-0.276,0.226,1.883,-4.059,2.218,-0.690
-0.297,0.235,1.938,-3.714,1.963,-0.682
-0.314,0.250,1.987,-3.361,1.701,-0.672
-0.325,0.270,2.029,-3.004,1.432,-0.653
-0.335,0.289,2.068,-2.645,1.166,-0.629
-0.341,0.302,2.097,-2.279,0.906,-0.595
-0.346,0.311,2.121,-1.911,0.657,-0.551
-0.349,0.321,2.140,-1.544,0.420,-0.498
-0.348,0.332,2.151,-1.179,0.201,-0.433
-0.346,0.339,2.154,-0.817,-0.002,-0.359
-0.346,0.344,2.151,-0.461,-0.188,-0.278
-0.345,0.349,2.141,-0.113,-0.362,-0.193
-0.344,0.353,2.123,0.225,-0.525,-0.105
-0.339,0.353,2.098,0.552,-0.676,-0.017
-0.330,0.346,2.068,0.868,-0.813,0.072
-0.289,0.310,1.882,2.082,-1.227,0.435
-0.275,0.309,1.833,2.319,-1.297,0.504
-0.261,0.310,1.783,2.537,-1.360,0.569
-0.246,0.313,1.731,2.736,-1.419,0.629
-0.229,0.317,1.677,2.918,-1.473,0.683
-0.210,0.319,1.623,3.084,-1.522,0.733
-0.191,0.319,1.568,3.234,-1.567,0.779
-0.175,0.318,1.511,3.371,-1.602,0.818
-0.157,0.318,1.457,3.495,-1.628,0.852
-0.141,0.320,1.403,3.607,-1.648,0.879
-0.126,0.327,1.350,3.706,-1.663,0.902
-0.113,0.336,1.300,3.795,-1.677,0.918
-0.098,0.350,1.250,3.877,-1.689,0.928
-0.083,0.366,1.204,3.948,-1.703,0.932
-0.068,0.383,1.161,4.013,-1.719,0.933
-0.050,0.398,1.118,4.070,-1.731,0.931
-0.032,0.410,1.074,4.119,-1.738,0.927
-0.016,0.422,1.033,4.163,-1.737,0.923
-0.001,0.433,0.992,4.204,-1.727,0.916
0.016,0.447,0.952,4.240,-1.708,0.909
0.030,0.459,0.914,4.273,-1.681,0.899
0.042,0.473,0.880,4.304,-1.652,0.889
0.055,0.487,0.845,4.332,-1.618,0.876
0.068,0.499,0.812,4.358,-1.581,0.862
0.112,0.536,0.678,4.434,-1.393,0.809
0.116,0.541,0.651,4.445,-1.349,0.795
0.120,0.549,0.622,4.456,-1.309,0.779
0.123,0.557,0.596,4.463,-1.276,0.762
0.127,0.567,0.567,4.471,-1.246,0.743
0.130,0.574,0.539,4.479,-1.222,0.722
0.131,0.579,0.514,4.487,-1.205,0.699
0.132,0.582,0.488,4.495,-1.194,0.675
0.135,0.587,0.464,4.502,-1.184,0.650
0.139,0.592,0.438,4.508,-1.176,0.625
0.142,0.598,0.415,4.512,-1.165,0.596
0.145,0.605,0.392,4.514,-1.155,0.568
0.150,0.613,0.369,4.512,-1.143,0.538
0.153,0.625,0.349,4.506,-1.130,0.509
0.165,0.650,0.327,4.494,-1.110,0.478
