aX,aY,aZ,gX,gY,gZ
0.742,-0.059,0.580,19.165,189.697,-12.390
0.768,-0.057,0.526,21.423,191.833,-6.531
0.771,-0.047,0.460,28.992,191.162,-1.160
0.783,-0.006,0.396,31.738,186.279,5.066
0.814,0.033,0.346,32.776,176.636,11.108
0.860,0.039,0.312,33.325,164.551,13.733
0.905,0.011,0.286,27.283,152.161,13.123
0.928,0.028,0.309,11.047,139.343,11.841
0.940,0.028,0.362,3.479,125.427,10.193
0.934,0.013,0.417,8.545,114.807,10.681
0.923,0.019,0.453,12.878,116.638,12.817
0.902,0.022,0.431,17.029,129.944,12.756
0.875,0.023,0.358,20.569,149.536,10.071
0.854,0.016,0.253,22.766,168.030,7.874

0.416,0.191,-1.269,-3.540,-34.241,-17.029
0.386,0.155,-1.524,0.183,-73.364,-28.076
0.278,0.059,-1.685,9.949,-140.930,-42.542
0.133,-0.009,-1.715,3.723,-234.009,-49.072
-0.033,-0.060,-1.604,-13.550,-336.670,-48.035
-0.157,-0.099,-1.345,-27.649,-439.087,-41.748
-0.236,-0.119,-0.962,-34.119,-535.767,-32.227
-0.328,-0.150,-0.513,-45.837,-619.507,-20.630
-0.302,-0.080,0.015,-82.825,-690.308,1.282
-0.246,0.080,0.663,-127.563,-744.690,28.992
-0.133,0.285,1.398,-155.579,-780.518,50.964
-0.030,0.443,2.123,-159.729,-789.734,61.401
0.069,0.676,2.837,-152.893,-749.878,59.631
0.116,0.729,3.349,-131.897,-645.142,39.856
0.163,0.646,3.566,-107.178,-495.178,3.052
0.167,0.477,3.482,-99.548,-302.551,-38.635
0.203,0.234,3.131,-80.383,-102.783,-72.632
0.242,0.027,2.627,-37.659,64.453,-84.106
0.276,-0.057,2.128,14.587,178.162,-72.632
0.352,-0.056,1.717,63.477,238.159,-44.922
0.390,0.002,1.390,92.957,252.197,-10.498
0.435,0.122,1.161,95.764,239.990,14.771
0.471,0.221,1.014,84.106,220.154,25.085
0.497,0.280,0.947,64.941,201.477,22.522
0.529,0.290,0.917,45.898,188.660,12.268
0.582,0.244,0.874,31.555,185.791,-0.977
0.615,0.182,0.790,20.020,194.031,-12.512
0.622,0.139,0.693,13.611,205.872,-20.264
0.644,0.099,0.594,18.494,217.346,-24.719
0.696,0.058,0.504,27.527,224.304,-24.902
0.734,0.027,0.436,32.959,225.830,-24.231
0.732,0.001,0.368,34.668,223.450,-24.475
0.759,-0.041,0.301,34.912,218.689,-25.635
0.799,-0.077,0.248,31.494,211.304,-26.245
0.839,-0.106,0.189,29.846,199.158,-26.184
0.852,-0.136,0.138,29.114,182.312,-24.658
0.871,-0.148,0.106,22.827,162.354,-19.958
0.891,-0.150,0.092,17.334,140.198,-13.733
0.896,-0.131,0.102,14.526,117.981,-6.653
0.922,-0.107,0.119,16.663,96.680,-0.854
0.935,-0.099,0.149,20.874,77.637,3.906
0.941,-0.078,0.178,19.714,64.270,7.446
0.955,-0.063,0.196,17.700,56.824,9.033
0.950,-0.044,0.216,15.015,52.429,10.620
0.957,-0.017,0.239,9.583,52.124,12.268
0.946,0.006,0.248,4.822,56.152,12.451
0.942,0.032,0.247,2.380,63.171,11.902
0.945,0.038,0.227,4.333,70.740,11.047
0.939,0.032,0.200,6.226,77.698,9.399
0.935,0.026,0.163,6.531,83.618,7.324

0.323,0.200,-1.512,18.738,6.104,-6.470
0.253,0.186,-1.884,38.696,-39.490,-21.912
0.160,0.117,-2.143,47.241,-124.268,-42.419
0.001,0.018,-2.164,38.879,-253.784,-59.387
