aX,aY,aZ,gX,gY,gZ
0.660,-0.705,-0.165,-10.620,1.282,134.216
0.724,-0.696,-0.147,-12.756,-2.258,129.028
0.690,-0.720,-0.150,-4.639,-7.446,119.873
0.743,-0.733,-0.160,1.465,-15.198,113.098
0.784,-0.718,-0.086,0.000,-23.193,113.708
0.761,-0.703,-0.024,4.700,-27.344,117.737
0.783,-0.685,-0.006,10.986,-27.039,120.605
0.761,-0.609,-0.029,10.193,-21.423,122.864
0.742,-0.573,-0.062,13.733,-16.418,123.413
0.732,-0.541,-0.064,14.954,-12.695,130.005
0.763,-0.468,-0.079,12.146,-8.362,141.785
0.783,-0.396,-0.103,10.681,-5.676,147.217
0.794,-0.365,-0.117,8.850,-6.958,145.386
0.806,-0.331,-0.112,1.404,-10.437,143.372
0.833,-0.291,-0.107,-5.676,-13.611,141.968
0.841,-0.245,-0.082,-7.019,-17.761,139.526

0.939,0.676,0.398,68.237,-56.030,-24.719
0.865,0.872,0.439,89.783,-24.902,-61.340
0.699,1.047,0.415,102.112,20.752,-113.708
0.578,1.089,0.278,98.022,70.190,-172.119
0.402,1.026,0.044,59.143,103.699,-245.361
0.287,0.760,-0.198,5.005,100.586,-330.566
0.116,0.347,-0.137,-46.265,57.922,-393.433
0.062,0.017,0.027,-82.764,14.099,-417.664
0.042,-0.219,0.203,-98.206,-12.390,-419.189
0.049,-0.380,0.372,-109.436,-20.447,-413.879
0.090,-0.564,0.463,-111.572,-11.841,-410.645
0.146,-0.766,0.468,-105.042,5.920,-414.978
0.164,-1.034,0.390,-99.243,28.137,-425.171
0.220,-1.374,0.313,-109.741,50.476,-425.293
0.258,-1.829,0.224,-105.347,65.613,-423.340
0.323,-2.494,0.137,-76.660,72.571,-407.471
0.449,-3.044,0.022,-46.997,72.510,-369.446
0.415,-3.394,-0.022,-17.944,57.373,-311.890
0.376,-3.527,0.020,3.967,36.072,-208.984
0.380,-3.270,0.076,16.052,25.757,-61.035
0.388,-2.619,0.150,32.104,20.325,80.994
0.354,-2.036,0.239,35.583,19.165,162.720
0.305,-1.662,0.304,30.884,23.987,196.655
0.277,-1.406,0.310,26.978,33.386,212.708
0.254,-1.191,0.277,27.527,44.006,224.976
0.226,-0.996,0.228,29.724,52.795,234.863
0.230,-0.834,0.157,31.006,58.960,241.150
0.235,-0.680,0.100,26.306,60.181,243.225
0.266,-0.526,0.049,19.897,57.434,240.112
0.331,-0.390,-0.008,15.259,52.734,232.056
0.409,-0.289,-0.067,12.817,45.044,218.079
0.476,-0.224,-0.094,11.108,33.264,197.327
0.567,-0.183,-0.097,9.094,21.179,173.645
0.653,-0.191,-0.089,10.864,10.254,147.034
0.667,-0.272,-0.055,12.939,2.136,119.507
0.790,-0.398,-0.061,11.719,-1.282,96.680
0.812,-0.513,-0.013,11.658,-4.333,83.130
0.809,-0.560,0.021,15.015,-6.226,80.505
0.838,-0.590,0.029,24.536,-4.578,80.322
0.853,-0.579,0.014,26.611,-1.831,81.238
0.843,-0.584,-0.007,27.893,-3.113,78.735
0.850,-0.589,0.033,29.602,-7.324,79.041
0.867,-0.603,0.073,31.555,-8.850,85.632
0.873,-0.585,0.098,28.015,-7.324,93.018
0.863,-0.535,0.107,22.583,-1.526,100.220
0.865,-0.469,0.081,17.395,6.531,107.971
0.882,-0.424,0.029,14.282,13.550,112.671
0.864,-0.394,0.011,9.521,15.930,113.525
0.867,-0.346,-0.015,5.371,16.113,113.831
0.882,-0.315,-0.031,4.578,14.160,114.685

0.924,0.818,0.240,99.365,-1.221,-43.579
0.796,0.941,0.294,112.244,12.024,-92.834
0.692,1.004,0.243,108.643,40.833,-163.208
0.540,0.892,0.042,75.562,67.749,-247.681
0.425,0.518,-0.093,33.875,69.885,-323.242
0.237,0.222,-0.071,-10.559,49.438,-361.267
0.172,0.102,-0.044,-37.415,27.710,-374.268
0.108,0.005,0.003,-43.213,9.399,-377.136
0.071,-0.090,0.074,-56.580,0.244,-383.301
0.061,-0.261,0.144,-68.298,-1.526,-393.616
0.095,-0.480,0.195,-75.684,0.427,-405.823
0.110,-0.713,0.244,-80.383,7.568,-426.208
0.178,-1.065,0.204,-72.693,23.437,-454.651
0.229,-1.549,0.089,-57.190,38.635,-477.417
0.261,-2.182,-0.030,-50.354,43.579,-466.736
0.363,-2.683,-0.104,-47.913,33.081,-401.550
0.477,-3.015,-0.126,-24.109,10.193,-328.064
0.489,-3.264,-0.049,7.874,-19.043,-245.178
0.494,-3.128,0.140,16.235,-42.053,-125.000
0.515,-2.632,0.292,26.733,-48.096,5.310
0.508,-2.129,0.368,30.457,-37.476,92.407
0.484,-1.789,0.399,19.531,-21.118,136.963
0.461,-1.573,0.415,12.085,-5.859,160.828
0.418,-1.384,0.423,10.803,6.958,180.847
0.401,-1.199,0.398,11.963,20.630,199.463
0.382,-1.030,0.360,11.597,32.715,211.914
0.373,-0.868,0.307,9.644,42.664,218.628
0.385,-0.739,0.243,9.766,48.645,219.910
0.411,-0.622,0.185,9.216,50.537,216.125
0.431,-0.526,0.124,8.301,49.377,207.764
